source,target,rank,score
UBERON_0000946,M0009974,1,0.8951075287154484
UBERON_0000946,M0001553,2,0.7899970343816757
UBERON_0000946,M0021947,3,0.775843947602538
UBERON_0000948,M0009936,1,0.8828456835766528
UBERON_0000948,M0014344,2,0.7589440096199991
UBERON_0000948,M0009975,3,0.7867181266682871
UBERON_0001621,M0022051,1,0.5786251772042412
UBERON_0001621,M0009936,2,0.5875836751569566
UBERON_0001621,M0009975,3,0.6201515629194876
UBERON_0001625,M0009975,1,0.5341769587897004
UBERON_0001625,M0009941,2,0.5203662421879349
UBERON_0001625,M0003026,3,0.5162670929324418
UBERON_0001626,M0001553,1,0.509970548403072
UBERON_0001626,M0022051,2,0.5144377413965013
UBERON_0001626,M0328425,3,0.5210167663030043
UBERON_0002078,M0009941,1,0.8679965989716494
UBERON_0002078,M0009975,2,0.7471290167209375
UBERON_0002078,M0501516,3,0.7212983687369335
UBERON_0002079,M0009941,1,0.8270642653820302
UBERON_0002079,M0501516,2,0.7088496580247703
UBERON_0002079,M0009975,3,0.7398134223944096
UBERON_0002080,M0009975,1,0.8375582952907661
UBERON_0002080,M0009936,2,0.7092950599429949
UBERON_0002080,M0501517,3,0.6989776630686834
UBERON_0002081,M0009941,1,0.9315622390397912
UBERON_0002081,M0501516,2,0.7513272960372859
UBERON_0002081,M0009975,3,0.7613157564913422
UBERON_0002082,M0009975,1,0.8876924833418323
UBERON_0002082,M0501517,2,0.7266409205108112
UBERON_0002082,M0009936,3,0.8056183595853792
UBERON_0002084,M0009975,1,0.8462312456721907
UBERON_0002084,M0009936,2,0.7634956313248729
UBERON_0002084,M0009974,3,0.6864729521068298
UBERON_0002094,M0501517,1,0.9067284719430262
UBERON_0002094,M0009969,2,0.8803075682222624
UBERON_0002094,M0501516,3,0.816697901808142
UBERON_0002099,M0009969,1,0.9221485516746681
UBERON_0002099,M0501516,2,0.8628982744729682
UBERON_0002099,M0501517,3,0.8657804192835941
UBERON_0002133,M0021947,1,0.7386255777176378
UBERON_0002133,M0009974,2,0.8081455360521058
UBERON_0002133,M0001553,3,0.7411390961753727
UBERON_0002134,M0021947,1,0.9500589454785835
UBERON_0002134,M0009974,2,0.717856323546229
UBERON_0002134,M0018141,3,0.7205622344437429
UBERON_0002135,M0013957,1,0.9395672986168366
UBERON_0002135,M0009974,2,0.7597467772930843
UBERON_0002135,M0001553,3,0.7148270621354936
UBERON_0002137,M0001553,1,0.937420759798304
UBERON_0002137,M0009974,2,0.772373512933494
UBERON_0002137,M0018141,3,0.7572195555554477
UBERON_0002146,M0018141,1,0.9374499054128261
UBERON_0002146,M0009974,2,0.7469895843815036
UBERON_0002146,M0001553,3,0.6736596655199679
UBERON_0002348,M0016307,1,0.8156681824027473
UBERON_0002348,M000605189,2,0.6752901756803245
UBERON_0002348,M0007395,3,0.7272201670967076
UBERON_0002351,M0019898,1,0.9032835804085706
UBERON_0002351,M0009948,2,0.7102512370025014
UBERON_0002351,M0001928,3,0.7734179688177495
UBERON_0002352,M0001928,1,0.9238445195796999
UBERON_0002352,M0009948,2,0.7166702051914771
UBERON_0002352,M0019898,3,0.803378255253344
UBERON_0002353,M0003026,1,0.9472544260220747
UBERON_0002353,M0001928,2,0.7029615616923155
UBERON_0002353,M0009948,3,0.7323126114439042
UBERON_0002494,M0015833,1,0.9336321878803069
UBERON_0002494,M0004331,2,0.7259088533722581
UBERON_0002494,M0009975,3,0.6956216199835941
UBERON_0003379,M0014344,1,0.7754716897533868
UBERON_0003379,M0009941,2,0.7586068697121241
UBERON_0003379,M0009936,3,0.7458527922674677
UBERON_0003383,M0014344,1,0.7543856586838531
UBERON_0003383,M0501517,2,0.7847364437079459
UBERON_0003383,M0009969,3,0.7832194675545144
UBERON_0003498,M0009936,1,0.6704260040880105
UBERON_0003498,M0009975,2,0.723045279699841
UBERON_0003498,M0009974,3,0.7164125041669516
UBERON_0004145,M0022051,1,0.7017835870399204
UBERON_0004145,M0501517,2,0.5938282821542029
UBERON_0004145,M0009975,3,0.612472791640803
UBERON_0004148,M0009941,1,0.6296906750215376
UBERON_0004148,M0009974,2,0.6283271557196841
UBERON_0004148,M0009975,3,0.6835721126420178
UBERON_0004151,M0009975,1,0.7765706589173039
UBERON_0004151,M0009941,2,0.7397649722356208
UBERON_0004151,M0009936,3,0.7454595387011236
UBERON_0005208,M0021947,1,0.8888626483119854
UBERON_0005208,M0009941,2,0.6917415106873789
UBERON_0005208,M0009974,3,0.6989779044521742
UBERON_0005337,M0022051,1,0.6332008810883493
UBERON_0005337,M0009975,2,0.7017905449546986
UBERON_0005337,M0501517,3,0.6365115526382692
UBERON_0005438,M0009941,1,0.6270372408730521
UBERON_0005438,M0009975,2,0.633973337637225
UBERON_0005438,M0019898,3,0.638390214791022
UBERON_0005623,M0009974,1,0.780939621744441
UBERON_0005623,M0001553,2,0.6969924538343248
UBERON_0005623,M0018141,3,0.8098494865196456
UBERON_0005946,M0009941,1,0.7044789759734912
UBERON_0005946,M0328425,2,0.647376632918595
UBERON_0005946,M0022051,3,0.6186019209555382
UBERON_0005956,M0009975,1,0.5974559551639254
UBERON_0005956,M0501517,2,0.5791210851657501
UBERON_0005956,M0022051,3,0.5858183088345585
UBERON_0005965,M0021947,1,0.668405209050487
UBERON_0005965,M0009941,2,0.7245547203055003
UBERON_0005965,M0009975,3,0.6692090370274738
UBERON_0005966,M0009941,1,0.7130008709954984
UBERON_0005966,M0328425,2,0.6245321045757328
UBERON_0005966,M0009975,3,0.6713447873323304
UBERON_0005985,M0009936,1,0.5930899919860185
UBERON_0005985,M0009975,2,0.6756888140499113
UBERON_0005985,M0009941,3,0.6005565017313177
UBERON_0006566,M0014344,1,0.8549649099383029
UBERON_0006566,M0009975,2,0.7487366221423322
UBERON_0006566,M0009936,3,0.7787313326428404
UBERON_0006567,M0009975,1,0.7784708886633526
UBERON_0006567,M0014344,2,0.7859982894612196
UBERON_0006567,M0009936,3,0.7422412278930377
UBERON_0006958,M0009941,1,0.5864274628982762
UBERON_0006958,M0009975,2,0.6487141302023683
UBERON_0006958,M0501517,3,0.5775137264620587
UBERON_0009687,M0009975,1,0.6527609379354161
UBERON_0009687,M0009941,2,0.584228962387531
UBERON_0009687,M0501517,3,0.6084805203564607
UBERON_0011820,M0001928,1,0.8318746744712296
UBERON_0011820,M0019898,2,0.6996717458453925
UBERON_0011820,M0009941,3,0.7291452753140445
UBERON_0018674,M0009975,1,0.7406517541370473
UBERON_0018674,M0009936,2,0.7460749643669335
UBERON_0018674,M0009974,3,0.6818920293320352
UBERON_0035374,M0009941,1,0.5832038286630382
UBERON_0035374,M0501517,2,0.5705225797300845
UBERON_0035374,M0009975,3,0.6381329722954442
UBERON_0035422,M0009975,1,0.5258935983046118
UBERON_0035422,M0328425,2,0.5064910266348296
UBERON_0035422,M0022051,3,0.553896254745712
UBERON_0035553,M0009975,1,0.8250940541922993
UBERON_0035553,M0009941,2,0.7834111311335887
UBERON_0035553,M0009936,3,0.7543164476518717
UBERON_0035554,M0009975,1,0.8308374172899468
UBERON_0035554,M0009936,2,0.7221814139457816
UBERON_0035554,M0009941,3,0.7740789762162957
