source,target,rank,score
UBERON_0000074,M0012018,1,0.9266837472268595
UBERON_0000074,M0476074,2,0.8602040660733786
UBERON_0000074,M0555122,3,0.8515141042667951
UBERON_0000362,M0012019,1,0.8693807027499886
UBERON_0000362,M0012025,2,0.8179950635132789
UBERON_0000362,M0012028,3,0.7996299862532544
UBERON_0001224,M0012023,1,0.9004551334964773
UBERON_0001224,M0012010,2,0.8113147496845219
UBERON_0001224,M0012019,3,0.7591831579854732
UBERON_0001225,M0012012,1,0.869299745268661
UBERON_0001225,M0012025,2,0.7910380292931071
UBERON_0001225,M0012019,3,0.7883636247067808
UBERON_0001226,M0012010,1,0.8756263397913779
UBERON_0001226,M0012023,2,0.7674442205762846
UBERON_0001226,M0012028,3,0.6769574048511476
UBERON_0001227,M0012010,1,0.8609056423817846
UBERON_0001227,M0012023,2,0.7801642998623564
UBERON_0001227,M0012019,3,0.7135044767843945
UBERON_0001228,M0012010,1,0.8131375860348939
UBERON_0001228,M0012023,2,0.7939538900573481
UBERON_0001228,M0012019,3,0.7787864119474213
UBERON_0001229,M0012018,1,0.8037370447684439
UBERON_0001229,M0012025,2,0.7809989008386562
UBERON_0001229,M0475586,3,0.7736400234976933
UBERON_0001231,M0014633,1,0.8904189169834916
UBERON_0001231,M0012025,2,0.8760277166590511
UBERON_0001231,M0012027,3,0.857307165461422
UBERON_0001232,M0012025,1,0.8401214957454078
UBERON_0001232,M0012026,2,0.9194862388416193
UBERON_0001232,M0012027,3,0.8267429717454146
UBERON_0001284,M0012028,1,0.743140745712429
UBERON_0001284,M0012012,2,0.7308398747452725
UBERON_0001284,M0012019,3,0.728563287175723
UBERON_0001285,M0014633,1,0.8889987291240694
UBERON_0001285,M0012006,2,0.841178012472562
UBERON_0001285,M0012012,3,0.8175698862923053
UBERON_0001287,M0012012,1,0.8116075376977817
UBERON_0001287,M0012025,2,0.8018121456275584
UBERON_0001287,M0012027,3,0.7992954652416688
UBERON_0001288,M0012028,1,0.8638718930916144
UBERON_0001288,M0012691,2,0.8484088343334975
UBERON_0001288,M0012026,3,0.8240406701883249
UBERON_0001289,M0012691,1,0.892539970762097
UBERON_0001289,M0012027,2,0.8587671508000879
UBERON_0001289,M0012028,3,0.8327538338178643
UBERON_0001290,M0012028,1,0.8451596822479532
UBERON_0001290,M0012027,2,0.7973550005594111
UBERON_0001290,M0012025,3,0.7808665274337508
UBERON_0001291,M0012691,1,0.8254928163855739
UBERON_0001291,M0012028,2,0.8129805859033639
UBERON_0001291,M0012027,3,0.8047774031252735
UBERON_0001292,M0012025,1,0.8545127772846667
UBERON_0001292,M0012027,2,0.8331877471407068
UBERON_0001292,M0014633,3,0.8168146836785719
UBERON_0001293,M0012019,1,0.8159693301711214
UBERON_0001293,M0012028,2,0.6971366035926185
UBERON_0001293,M0012012,3,0.703185952768313
UBERON_0001294,M0012019,1,0.7790752050806594
UBERON_0001294,M0011890,2,0.7670171505207681
UBERON_0001294,M0012012,3,0.734022023877577
UBERON_0001552,M0012006,1,0.5835031923088684
UBERON_0001552,M0012691,2,0.5790104792006782
UBERON_0001552,M0012010,3,0.5694050002423486
UBERON_0002015,M0012018,1,0.7212869653892502
UBERON_0002015,M0009299,2,0.6909089573288549
UBERON_0002015,M0555122,3,0.6776661440892571
UBERON_0002113,M0012006,1,0.8726110759574749
UBERON_0002113,M0012012,2,0.7892782310006915
UBERON_0002113,M0012025,3,0.7844957664218422
UBERON_0002189,M0012019,1,0.7892761166690226
UBERON_0002189,M0012012,2,0.7631827171918879
UBERON_0002189,M0012018,3,0.7392758884292459
UBERON_0002303,M0011890,1,0.823117670403904
UBERON_0002303,M0009299,2,0.7248331027034999
UBERON_0002303,M0012018,3,0.719842520775953
UBERON_0002319,M0009299,1,0.8474252659832279
UBERON_0002319,M0475996,2,0.8482106503509125
UBERON_0002319,M0473246,3,0.7790559779178945
UBERON_0002320,M0475996,1,0.9165524036617012
UBERON_0002320,M0009299,2,0.8889918603109426
UBERON_0002320,M0012018,3,0.7969588803391695
UBERON_0002335,M0012027,1,0.8104209600585356
UBERON_0002335,M0012691,2,0.7798246143388415
UBERON_0002335,M0012026,3,0.7550870902776103
UBERON_0003455,M0012028,1,0.866076261675951
UBERON_0003455,M0012691,2,0.8632736793464342
UBERON_0003455,M0012026,3,0.8484775117309838
UBERON_0003517,M0012006,1,0.7563385861227075
UBERON_0003517,M0014633,2,0.6948435724060362
UBERON_0003517,M0012010,3,0.6698564584559642
UBERON_0003527,M0555122,1,0.8278332740988745
UBERON_0003527,M0012018,2,0.8129197401566798
UBERON_0003527,M0012006,3,0.7888326798311284
UBERON_0003644,M0012010,1,0.7326454434517206
UBERON_0003644,M0014633,2,0.7128820615365533
UBERON_0003644,M0012019,3,0.7258340594898474
UBERON_0004100,M0012026,1,0.8923091813738597
UBERON_0004100,M0012025,2,0.847600822079697
UBERON_0004100,M0012027,3,0.8465652304810998
UBERON_0004134,M0012027,1,0.8639319332711274
UBERON_0004134,M0012028,2,0.8597002807014622
UBERON_0004134,M0012025,3,0.8483816967229691
UBERON_0004135,M0012027,1,0.8631985516453218
UBERON_0004135,M0012012,2,0.795313716108219
UBERON_0004135,M0012025,3,0.7877835090734866
UBERON_0004136,M0012027,1,0.8299014655172862
UBERON_0004136,M0012028,2,0.8270817280702697
UBERON_0004136,M0012025,3,0.8146311507528202
UBERON_0004188,M0476074,1,0.7748944894324162
UBERON_0004188,M0012018,2,0.7639326380074032
UBERON_0004188,M0555122,3,0.77934872649523
UBERON_0004189,M0555122,1,0.8471190872402915
UBERON_0004189,M0476074,2,0.8365426865579939
UBERON_0004189,M0012018,3,0.8717410542648076
UBERON_0004190,M0009299,1,0.7334545495545379
UBERON_0004190,M0476074,2,0.7417365451596295
UBERON_0004190,M0012006,3,0.7425136400999647
UBERON_0004193,M0012028,1,0.8126476164241245
UBERON_0004193,M0012026,2,0.7936560606963287
UBERON_0004193,M0012691,3,0.7698905605664935
UBERON_0004196,M0012028,1,0.8603691546844695
UBERON_0004196,M0012025,2,0.8375060809971077
UBERON_0004196,M0012027,3,0.8205867609054806
UBERON_0004197,M0012691,1,0.813751785721566
UBERON_0004197,M0012025,2,0.8035471027585014
UBERON_0004197,M0012012,3,0.790244038673021
UBERON_0004200,M0012019,1,0.8777037382147638
UBERON_0004200,M0012026,2,0.8133184896255674
UBERON_0004200,M0012028,3,0.8089777401840175
UBERON_0004201,M0012019,1,0.7988725013260012
UBERON_0004201,M0475586,2,0.6783025662475379
UBERON_0004201,M0012028,3,0.7157574151107502
UBERON_0004202,M0012019,1,0.7902713746101966
UBERON_0004202,M0012028,2,0.7453927408356912
UBERON_0004202,M0012027,3,0.7445311515767555
UBERON_0004203,M0012026,1,0.8537839113855091
UBERON_0004203,M0012012,2,0.8007623006524764
UBERON_0004203,M0012025,3,0.7649543292615723
UBERON_0004204,M0012026,1,0.8647769153630505
UBERON_0004204,M0012025,2,0.7609561447094171
UBERON_0004204,M0012028,3,0.7601842921892895
UBERON_0004205,M0012027,1,0.7915471989460968
UBERON_0004205,M0012026,2,0.7751429286299437
UBERON_0004205,M0012691,3,0.7551769174983456
UBERON_0004211,M0014633,1,0.8133956725291194
UBERON_0004211,M0473246,2,0.8080206140783897
UBERON_0004211,M0012027,3,0.8059737647356391
UBERON_0004212,M0555122,1,0.8163753093409071
UBERON_0004212,M0476074,2,0.8052842314335099
UBERON_0004212,M0012018,3,0.8268883825589571
UBERON_0004294,M0555122,1,0.8545860596007357
UBERON_0004294,M0476074,2,0.7988389033555967
UBERON_0004294,M0012018,3,0.8685349907167261
UBERON_0004639,M0012691,1,0.7398701458609881
UBERON_0004639,M0011890,2,0.716285109412932
UBERON_0004639,M0012006,3,0.6679434086205384
UBERON_0004640,M0009299,1,0.6950501769041857
UBERON_0004640,M0476074,2,0.6866463768153657
UBERON_0004640,M0011890,3,0.8200527758974328
UBERON_0004719,M0012010,1,0.6391894327132687
UBERON_0004719,M0012006,2,0.6297205016965943
UBERON_0004719,M0012028,3,0.6263241917919719
UBERON_0004723,M0011890,1,0.6240834420256081
UBERON_0004723,M0012006,2,0.620075956664529
UBERON_0004723,M0012019,3,0.6015178153254587
UBERON_0004819,M0475586,1,0.7747364804010223
UBERON_0004819,M0012027,2,0.7518816852830066
UBERON_0004819,M0012018,3,0.7310447470882043
UBERON_0005096,M0012027,1,0.8553802489783121
UBERON_0005096,M0012691,2,0.8494069139166434
UBERON_0005096,M0012028,3,0.848992749772072
UBERON_0005097,M0012027,1,0.8793777470695793
UBERON_0005097,M0012025,2,0.8789059044031565
UBERON_0005097,M0012028,3,0.8589438895560644
UBERON_0005099,M0012027,1,0.7873355423330184
UBERON_0005099,M0012012,2,0.7912417851550193
UBERON_0005099,M0012026,3,0.7665620718456778
UBERON_0005164,M0012027,1,0.7962246181880401
UBERON_0005164,M0012691,2,0.8869970223348616
UBERON_0005164,M0012028,3,0.7609910176939328
UBERON_0005168,M0012019,1,0.651870590414506
UBERON_0005168,M0012023,2,0.6048136378756277
UBERON_0005168,M0012010,3,0.6043500712419542
UBERON_0005215,M0475586,1,0.7478848319516366
UBERON_0005215,M0476074,2,0.7268579719305649
UBERON_0005215,M0012018,3,0.6979592661243156
UBERON_0005271,M0012012,1,0.7071626281171886
UBERON_0005271,M0012019,2,0.6801672846595754
UBERON_0005271,M0012018,3,0.6793994975321105
UBERON_0005272,M0012027,1,0.768568870030139
UBERON_0005272,M0012012,2,0.7652095195236431
UBERON_0005272,M0012025,3,0.7651978648347828
UBERON_0005750,M0009299,1,0.7927339666992954
UBERON_0005750,M0475586,2,0.8263811181824591
UBERON_0005750,M0476074,3,0.7925580438918619
UBERON_0005751,M0475586,1,0.8678775389089065
UBERON_0005751,M0476074,2,0.8340815017370673
UBERON_0005751,M0012018,3,0.8096627757273499
UBERON_0006517,M0012010,1,0.9108193148836546
UBERON_0006517,M0012023,2,0.8186960594872001
UBERON_0006517,M0012019,3,0.7040057938241422
UBERON_0006534,M0012028,1,0.8799490096379604
UBERON_0006534,M0012025,2,0.8744150530368392
UBERON_0006534,M0012027,3,0.8409545035656322
UBERON_0006542,M0012691,1,0.8610379990101495
UBERON_0006542,M0012027,2,0.8019958933026057
UBERON_0006542,M0012026,3,0.8017491461369077
UBERON_0006544,M0012006,1,0.7872307745651291
UBERON_0006544,M0014633,2,0.7631678771593562
UBERON_0006544,M0012025,3,0.7353187195228615
UBERON_0006853,M0012025,1,0.9077993157867998
UBERON_0006853,M0012012,2,0.8957575775830977
UBERON_0006853,M0012028,3,0.887373927546191
UBERON_0007684,M0012025,1,0.8861272841123212
UBERON_0007684,M0012027,2,0.8738296898204766
UBERON_0007684,M0012026,3,0.8729625303881443
UBERON_0007685,M0012025,1,0.9038773839767246
UBERON_0007685,M0012027,2,0.8983290883570513
UBERON_0007685,M0014633,3,0.8846240567398329
UBERON_0008716,M0012010,1,0.7638270071843846
UBERON_0008716,M0012019,2,0.7628993457288027
UBERON_0008716,M0012023,3,0.7500481681025445
UBERON_0008987,M0014633,1,0.7838406221666908
UBERON_0008987,M0012025,2,0.7668887930962947
UBERON_0008987,M0475586,3,0.7310550813233485
UBERON_0009035,M0012025,1,0.8624817559540047
UBERON_0009035,M0014633,2,0.8393706215619569
UBERON_0009035,M0012027,3,0.8608450758281261
UBERON_0009095,M0012027,1,0.8630089047811663
UBERON_0009095,M0012691,2,0.8368531993612176
UBERON_0009095,M0012026,3,0.8528073270903828
UBERON_0009883,M0012028,1,0.8005624370710701
UBERON_0009883,M0012019,2,0.8473304331846017
UBERON_0009883,M0012027,3,0.7900997961521551
UBERON_0010181,M0014633,1,0.6514458989228795
UBERON_0010181,M0012010,2,0.6440108407414272
UBERON_0010181,M0012028,3,0.6676736147025448
UBERON_0012441,M0475996,1,0.5722895633134479
UBERON_0012441,M0012018,2,0.57128715874537
