source,target,rank,score
M0000009,UBERON_0002378,1,0.9317286240745872
M0000009,UBERON_0002461,2,0.9008967060582664
M0000009,UBERON_0035032,3,0.8274528270188798
M0000010,UBERON_0001646,1,0.9499501056182164
M0000010,UBERON_0001603,2,0.723787075628878
M0000010,UBERON_0001643,3,0.7286404586848687
M0000076,UBERON_0034922,1,0.5005074783379241
M0000076,UBERON_0005764,2,0.5101722548122968
M0000076,UBERON_0000476,3,0.528045983186726
M0000081,UBERON_0011779,1,0.7416948752033762
M0000081,UBERON_0001785,2,0.768833536966388
M0000081,UBERON_0001647,3,0.7184792327859147
M0000110,UBERON_0001464,1,0.7898482669706265
M0000110,UBERON_0008202,2,0.7373696590756643
M0000110,UBERON_0006767,3,0.7739075350002198
M0000199,UBERON_0001389,1,0.6337105095785797
M0000199,UBERON_0001450,2,0.7224011605013418
M0000199,UBERON_0015014,3,0.6521553013435876
M0000241,UBERON_0001648,1,0.9358425070951949
M0000241,UBERON_0002824,2,0.769937961396732
M0000241,UBERON_0007228,3,0.7604159355230169
M0000262,UBERON_0003461,1,0.6634724693477011
M0000262,UBERON_0006633,2,0.6472661408324365
M0000262,UBERON_0001105,3,0.6913217671616321
M0000263,UBERON_0003461,1,0.6772684588778081
M0000263,UBERON_0006849,2,0.7466811989763424
M0000263,UBERON_0006633,3,0.7533943224708265
M0000267,UBERON_0000086,1,0.6090454365614404
M0000267,UBERON_0011858,2,0.5669746335059332
M0000267,UBERON_0004179,3,0.6163308716810887
M0000365,UBERON_0001735,1,0.7606178082057915
M0000365,UBERON_0001728,2,0.7370967812563013
M0000365,UBERON_0002372,3,0.7802365267180993
M0000425,UBERON_0001013,1,0.9327353094113535
M0000425,UBERON_0002190,2,0.7513948592006323
M0000425,UBERON_0002072,3,0.6675636503837208
M0000455,UBERON_0003975,1,0.7482453736185725
M0000455,UBERON_0003889,2,0.754685880268156
M0000455,UBERON_8410010,3,0.7246821812784286
M0000476,UBERON_0001851,1,0.7388213646912077
M0000476,UBERON_0013191,2,0.6767858989037726
M0000476,UBERON_0001225,3,0.6294874626349352
M0000486,UBERON_0005624,1,0.6747696300739732
M0000486,UBERON_0000949,2,0.7063040453541465
M0000486,UBERON_0015204,3,0.6969666673276593
M0000489,UBERON_0000958,1,0.7672996453768511
M0000489,UBERON_0010133,2,0.6418607415438701
M0000489,UBERON_0000949,3,0.6285028080255282
M0000496,UBERON_0011926,1,0.725915728961722
M0000496,UBERON_0034729,2,0.6752478961760973
M0000496,UBERON_0011924,3,0.6974082039706753
M0000529,UBERON_0001032,1,0.626414503894342
M0000529,UBERON_0001021,2,0.635261484790262
M0000529,UBERON_0000010,3,0.6132329608716364
M0000834,UBERON_0004103,1,0.8308267138439234
M0000834,UBERON_0004527,2,0.9088329555542701
M0000834,UBERON_0005871,3,0.7270006864013753
M0001044,UBERON_0001876,1,0.952472251552856
M0001044,UBERON_0002892,2,0.8502257831449771
M0001044,UBERON_0002889,3,0.8436152074735191
M0001253,UBERON_0002395,1,0.81188123233723
M0001253,UBERON_0011679,2,0.736522151418669
M0001253,UBERON_0015180,3,0.7406302533589096
M0001297,UBERON_0001801,1,0.7974679292572157
M0001297,UBERON_0005969,2,0.652231009598468
M0001297,UBERON_0011892,3,0.7054257827790372
M0001299,UBERON_0001801,1,0.9308038296684228
M0001299,UBERON_0011892,2,0.775837066936087
M0001299,UBERON_0000964,3,0.6728437820797083
M0001300,UBERON_0002257,1,0.8187211830695652
M0001300,UBERON_0014621,2,0.7732378180056874
M0001300,UBERON_0014610,3,0.764459182687795
M0001371,UBERON_0010754,1,0.6506654924574893
M0001371,UBERON_0001249,2,0.6435989523426905
M0001371,UBERON_0002405,3,0.6694080612939459
M0001402,UBERON_8410066,1,0.5726425026436326
M0001402,UBERON_0001744,2,0.5767489513620977
