subject_id,subject_label,predicate_id,object_id,object_label,similarity_score,comment,mapping_justification
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002378,muscle of abdomen,0.9317286240745872,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002461,anterior abdominal wall muscle,0.9008967060582664,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0035032,abdominal oblique muscle,0.8274528270188798,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0003833,abdominal segment muscle,0.8271837342510563,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002382,rectus abdominis muscle,0.8187098444077348,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0003697,abdominal wall,0.7932940774871202,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001221,transversus abdominis muscle,0.7675213036661512,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0005442,abdominal external oblique muscle,0.7618782404915084,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002417,abdominal segment of trunk,0.7303617032603246,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0011016,pyramidalis,0.6934019932272424,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001646,abducens nerve,0.9499501056182164,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001643,oculomotor nerve,0.7286404586848687,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001603,lateral rectus extra-ocular muscle,0.723787075628878,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001644,trochlear nerve,0.7048197328420508,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0006322,inferior rectus extraocular muscle,0.6827792774245451,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0006532,oblique extraocular muscle,0.6721737993271202,,semapv:SemanticSimilarityThresholdMatching
