subject_id,subject_label,predicate_id,object_id,object_label,score,comment,mapping_justification
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002378,muscle of abdomen,1,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002461,anterior abdominal wall muscle,2,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0035032,abdominal oblique muscle,3,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001646,abducens nerve,1,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001603,lateral rectus extra-ocular muscle,2,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001643,oculomotor nerve,3,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0034922,cell cluster,1,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0005764,acellular membrane,2,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0000476,acellular anatomical structure,3,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0011779,nerve of head region,1,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001785,cranial nerve,2,,semapv:SemanticSimilarityThresholdMatching
