subject_id,subject_label,predicate_id,object_id,object_label,similarity_score,comment,mapping_justification
http://purl.obolibrary.org/obo/UBERON_0001113,lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.678072359206191,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001113,lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.6392684249584021,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001113,lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.5862579063369973,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001113,lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002477,Bile Canaliculi,0.5368665347455466,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001114,right lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.7234327643678033,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001114,right lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.6372391688585194,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001114,right lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.5599855137586338,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001115,left lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.6805993198614517,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001115,left lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.638596597290666,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001115,left lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.5557473630657742,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001116,quadrate lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.6663868550367416,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001116,quadrate lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.5877745364304299,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001116,quadrate lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.5378374155001148,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001117,caudate lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.6310107641146269,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001117,caudate lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.5642298492006351,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001117,caudate lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.5520802439184874,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001117,caudate lobe of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002477,Bile Canaliculi,0.5439542933947406,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001143,hepatic vein,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.6328436602069691,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001143,hepatic vein,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.6151384588418449,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001143,hepatic vein,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.5990410289640796,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001143,hepatic vein,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002477,Bile Canaliculi,0.5393381828088021,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001149,bare area of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.6445905499829376,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001149,bare area of liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.5842435409766875,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001247,falciform ligament,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.8145099753117022,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001279,portal triad,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.6039868938122449,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001279,portal triad,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.5874700130118913,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001279,portal triad,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002477,Bile Canaliculi,0.5519700183935307,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001279,portal triad,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.5445498366678749,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001280,liver parenchyma,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.7566897744678774,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001280,liver parenchyma,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002477,Bile Canaliculi,0.6196121199033268,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001280,liver parenchyma,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.6099253606121278,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001280,liver parenchyma,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.5641499907667706,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001281,hepatic sinusoid,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002477,Bile Canaliculi,0.5958427259085199,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001281,hepatic sinusoid,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.5729809366793985,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001281,hepatic sinusoid,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.5629572828896796,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001282,intralobular bile duct,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.807308263260734,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001282,intralobular bile duct,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002477,Bile Canaliculi,0.7735244536730665,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001282,intralobular bile duct,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.5491397836638522,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001282,intralobular bile duct,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.5167517810511911,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0002107,liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.9024435962331071,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0002107,liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.5269549027777634,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0002107,liver,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.5147064715159314,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0004058,biliary ductule,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.8254285613460982,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0004058,biliary ductule,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002477,Bile Canaliculi,0.7714818969622731,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0004058,biliary ductule,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.554508394867335,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0004058,biliary ductule,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.5069649208997541,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0004647,liver lobule,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.6963185019490826,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0004647,liver lobule,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002477,Bile Canaliculi,0.6365468041995185,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0004647,liver lobule,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0002483,"Bile Ducts, Intrahepatic",0.5979520145003776,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0004647,liver lobule,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M000606073,Round Ligament of Liver,0.585490212079544,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0005452,hepatic cord,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012632,Liver,0.62437245088022,,semapv:SemanticSimilarityThresholdMatching
