source,target,rank,score
UBERON_0000074,M0012018,1,0.9327944014826214
UBERON_0000074,M0555122,2,0.8104215766443525
UBERON_0000074,M0475586,3,0.8271672617764105
UBERON_0000362,M0012019,1,0.9428745855811079
UBERON_0000362,M0014633,2,0.7095615053962532
UBERON_0000362,M0012006,3,0.7136005695752118
UBERON_0001224,M0012023,1,0.9480894505719462
UBERON_0001224,M0012010,2,0.7629195992253196
UBERON_0001224,M0012019,3,0.6699000440046363
UBERON_0001225,M0012012,1,0.9035438527934399
UBERON_0001225,M0012006,2,0.7280479221535705
UBERON_0001225,M0012019,3,0.7429361541936199
UBERON_0001226,M0012010,1,0.8729621207034135
UBERON_0001226,M0012023,2,0.7073642115167634
UBERON_0001226,M0012026,3,0.6840310290768875
UBERON_0001227,M0012010,1,0.8479721458945377
UBERON_0001227,M0012023,2,0.7024314881341273
UBERON_0001227,M0012019,3,0.6901128254593383
UBERON_0001228,M0012019,1,0.7509260286365929
UBERON_0001228,M0012010,2,0.7130520757688639
UBERON_0001228,M0012023,3,0.7037091179336032
UBERON_0001229,M0012018,1,0.8275499734546903
UBERON_0001229,M0555122,2,0.7143654424661406
UBERON_0001229,M0475586,3,0.7461297927395074
UBERON_0001231,M0012025,1,0.8977721835580281
UBERON_0001231,M0014633,2,0.8449866614184139
UBERON_0001231,M0012026,3,0.8395032487431471
UBERON_0001232,M0012026,1,0.9184874483064903
UBERON_0001232,M0012025,2,0.8022365297791787
UBERON_0001232,M0012027,3,0.7577709761666067
UBERON_0001284,M0012012,1,0.6469796774239017
UBERON_0001284,M0012010,2,0.6317843980133491
UBERON_0001284,M0012019,3,0.7017511013016121
UBERON_0001285,M0014633,1,0.9373937735461334
UBERON_0001285,M0012006,2,0.8404665504129544
UBERON_0001285,M0012025,3,0.838150463254233
UBERON_0001287,M0012028,1,0.8078418448623301
UBERON_0001287,M0012025,2,0.7338438436391098
UBERON_0001287,M0012027,3,0.7217855707192053
UBERON_0001288,M0012691,1,0.9640939588954162
UBERON_0001288,M0012025,2,0.7501497015686223
UBERON_0001288,M0012028,3,0.7369448631648217
UBERON_0001289,M0012691,1,0.8958106677563846
UBERON_0001289,M0012025,2,0.7161691159677566
UBERON_0001289,M0012028,3,0.7339403110530105
UBERON_0001290,M0012028,1,0.8090724977609376
UBERON_0001290,M0012025,2,0.6840678512068543
UBERON_0001290,M0012027,3,0.713302928838173
UBERON_0001291,M0012691,1,0.8456797015064971
UBERON_0001291,M0012027,2,0.7433719432545836
UBERON_0001291,M0012028,3,0.7536905241730388
UBERON_0001292,M0012027,1,0.8789490899091138
UBERON_0001292,M0012025,2,0.7782763783009322
UBERON_0001292,M0012028,3,0.7720730418729089
UBERON_0001293,M0012019,1,0.8012352925352448
UBERON_0001293,M0012006,2,0.6822731066761991
UBERON_0001293,M0012012,3,0.7139716454010344
UBERON_0001294,M0012019,1,0.8692543232475651
UBERON_0001294,M0012006,2,0.6704451606584001
UBERON_0001294,M0012012,3,0.652807059062456
UBERON_0001552,M0012019,1,0.6136460950043351
UBERON_0001552,M0012012,2,0.6134395585507783
UBERON_0001552,M0012010,3,0.6292112975934353
UBERON_0002015,M0012012,1,0.6990928135457185
UBERON_0002015,M0475586,2,0.6954725718945292
UBERON_0002015,M0012018,3,0.6732575517068988
UBERON_0002113,M0012006,1,0.9064964803703376
UBERON_0002113,M0012012,2,0.712525607672288
UBERON_0002113,M0014633,3,0.7652911135238099
UBERON_0002189,M0012012,1,0.8392496352558454
UBERON_0002189,M0012006,2,0.6706412853648975
UBERON_0002189,M0012019,3,0.6844543813905766
UBERON_0002303,M0011890,1,0.9491011261681421
UBERON_0002303,M0475996,2,0.6581210152361369
UBERON_0002303,M0009299,3,0.6761887880407915
UBERON_0002319,M0009299,1,0.9536130248470527
UBERON_0002319,M0475996,2,0.8880015679083064
UBERON_0002319,M0012018,3,0.7426192518115363
UBERON_0002320,M0009299,1,0.9522891266166663
UBERON_0002320,M0475996,2,0.9063800769194289
UBERON_0002320,M0012018,3,0.7079357295990093
UBERON_0002335,M0011890,1,0.8146094297095005
UBERON_0002335,M0012027,2,0.6473946497677584
UBERON_0002335,M0014633,3,0.6672024468029122
UBERON_0003455,M0012691,1,0.9088752647880145
UBERON_0003455,M0012025,2,0.7328701938665855
UBERON_0003455,M0012019,3,0.7536350950384114
UBERON_0003517,M0012006,1,0.6668696972336106
UBERON_0003517,M0012012,2,0.6553435309196501
UBERON_0003517,M0012025,3,0.6743627692845381
UBERON_0003527,M0014633,1,0.7246258933988643
UBERON_0003527,M0012012,2,0.7234837900092722
UBERON_0003527,M0012018,3,0.7544925076468194
UBERON_0003644,M0012006,1,0.7086942412314725
UBERON_0003644,M0012012,2,0.6489022222197208
UBERON_0003644,M0014633,3,0.6617144270818981
UBERON_0004100,M0012026,1,0.8757610636650517
UBERON_0004100,M0012025,2,0.777603653068442
UBERON_0004100,M0014633,3,0.7478780593475576
UBERON_0004134,M0012028,1,0.9124960767974921
UBERON_0004134,M0012025,2,0.8095451625228278
UBERON_0004134,M0012027,3,0.7767557911653361
UBERON_0004135,M0012027,1,0.9192983465653204
UBERON_0004135,M0012025,2,0.8350736946132489
UBERON_0004135,M0012028,3,0.8296069142296615
UBERON_0004136,M0012025,1,0.794671958926249
UBERON_0004136,M0012027,2,0.7586063058557273
UBERON_0004136,M0012028,3,0.7851242514719565
UBERON_0004188,M0473246,1,0.7446795538444949
UBERON_0004188,M0555122,2,0.7837836099907668
UBERON_0004188,M0012018,3,0.8072706064560995
UBERON_0004189,M0555122,1,0.8024628954273861
UBERON_0004189,M0012018,2,0.8179944682917158
UBERON_0004189,M0009299,3,0.7443409970879108
UBERON_0004190,M0012018,1,0.8315202330679149
UBERON_0004190,M0555122,2,0.7022142937065892
UBERON_0004190,M0475586,3,0.7112081125292787
UBERON_0004193,M0012691,1,0.871059169736531
UBERON_0004193,M0012025,2,0.69723190877722
UBERON_0004193,M0012028,3,0.713514094556383
UBERON_0004196,M0012028,1,0.7957281775899766
UBERON_0004196,M0012025,2,0.7224503649304337
UBERON_0004196,M0012027,3,0.7153716101701316
UBERON_0004197,M0012028,1,0.757279146363685
UBERON_0004197,M0012025,2,0.675239428568819
UBERON_0004197,M0012027,3,0.7120639734076221
UBERON_0004200,M0012019,1,0.8435252225425334
UBERON_0004200,M0012025,2,0.7331446201506074
UBERON_0004200,M0012010,3,0.7486212120938771
UBERON_0004201,M0012019,1,0.7644675122484996
UBERON_0004201,M0012691,2,0.6623753678340554
UBERON_0004201,M0012028,3,0.6332935650982155
UBERON_0004202,M0012691,1,0.6395935817955618
UBERON_0004202,M0012019,2,0.7373581199614262
UBERON_0004202,M0012012,3,0.6497661998219009
UBERON_0004203,M0012026,1,0.8357526113381059
UBERON_0004203,M0012012,2,0.716277116759727
UBERON_0004203,M0012027,3,0.7390471990034178
UBERON_0004204,M0012026,1,0.75986529148558
UBERON_0004204,M0012019,2,0.7303073936237124
UBERON_0004204,M0012027,3,0.674471328754272
UBERON_0004205,M0012026,1,0.8238615428588827
UBERON_0004205,M0012025,2,0.7268752085148372
UBERON_0004205,M0012019,3,0.7626496725578996
UBERON_0004211,M0014633,1,0.8017878005012969
UBERON_0004211,M0012025,2,0.7351221687430772
UBERON_0004211,M0012028,3,0.711004706070108
UBERON_0004212,M0012018,1,0.8771249919608073
UBERON_0004212,M0555122,2,0.7655890325665416
UBERON_0004212,M0475586,3,0.7879303793184788
UBERON_0004294,M0555122,1,0.7876790014384336
UBERON_0004294,M0012018,2,0.8022446052084088
UBERON_0004294,M0009299,3,0.743457773966295
UBERON_0004639,M0011890,1,0.6676796307916504
UBERON_0004639,M0012006,2,0.638303352047772
UBERON_0004639,M0012018,3,0.664112054381884
UBERON_0004640,M0012018,1,0.7043736621919857
UBERON_0004640,M0012006,2,0.6657763485123374
UBERON_0004640,M0014633,3,0.677523281566678
UBERON_0004719,M0012019,1,0.5704424378495871
UBERON_0004719,M0012026,2,0.5729111257433291
UBERON_0004719,M0012010,3,0.6251076088727204
UBERON_0004723,M0012012,1,0.6195636680620021
UBERON_0004723,M0012025,2,0.5764535209072993
UBERON_0004723,M0012026,3,0.5960925348603636
UBERON_0004819,M0012006,1,0.6666584269440283
UBERON_0004819,M0012012,2,0.7068283150504159
UBERON_0004819,M0012018,3,0.6617355191739546
UBERON_0005096,M0012691,1,0.8576775393788767
UBERON_0005096,M0012025,2,0.7094208084113635
UBERON_0005096,M0012028,3,0.7247931943729781
UBERON_0005097,M0012027,1,0.8189158642374901
UBERON_0005097,M0012026,2,0.8120283531179683
UBERON_0005097,M0012025,3,0.8100439031922719
UBERON_0005099,M0012691,1,0.6819850283070754
UBERON_0005099,M0012028,2,0.6310200612297856
UBERON_0005099,M0012027,3,0.6703110558375458
UBERON_0005164,M0012691,1,0.9153688561088175
UBERON_0005164,M0012025,2,0.7020263459448187
UBERON_0005164,M0012028,3,0.708109699407348
UBERON_0005168,M0012012,1,0.5759359146221178
UBERON_0005168,M0012025,2,0.589625651195307
UBERON_0005168,M0012026,3,0.6047972812390596
UBERON_0005215,M0012012,1,0.6996064311330668
UBERON_0005215,M0012006,2,0.6428927871241006
UBERON_0005215,M0009299,3,0.6473047844018412
UBERON_0005271,M0012012,1,0.7685549239027711
UBERON_0005271,M0012019,2,0.7478322313944258
UBERON_0005271,M0011890,3,0.6544945208649421
UBERON_0005272,M0012025,1,0.7175267540210248
UBERON_0005272,M0012028,2,0.7133840991287953
UBERON_0005272,M0012026,3,0.6974572132593375
UBERON_0005750,M0475586,1,0.7642705117545232
UBERON_0005750,M0012018,2,0.7238925741029901
UBERON_0005750,M0555122,3,0.7149575276625832
UBERON_0005751,M0555122,1,0.7760169190895277
UBERON_0005751,M0475586,2,0.7860717113656855
UBERON_0005751,M0012018,3,0.7899895858974599
UBERON_0006517,M0012010,1,0.9354560120523446
UBERON_0006517,M0012023,2,0.7924016304803482
UBERON_0006517,M0012019,3,0.6818425649752464
UBERON_0006534,M0012025,1,0.8252331033430149
UBERON_0006534,M0012028,2,0.8434911509704149
UBERON_0006534,M0012027,3,0.8332093301181811
UBERON_0006542,M0012691,1,0.9024707565340662
UBERON_0006542,M0012025,2,0.6890637711374523
UBERON_0006542,M0012019,3,0.7269256744799969
UBERON_0006544,M0012012,1,0.6910966173464494
UBERON_0006544,M0012006,2,0.7126060870865532
UBERON_0006544,M0014633,3,0.689467327400575
UBERON_0006853,M0012025,1,0.866625249895475
UBERON_0006853,M0012028,2,0.857767356523873
UBERON_0006853,M0012027,3,0.8283472607998026
