id,content
UBERON_0000074,renal glomerulusalso known as renal glomeruli A capillary tuft which forms a close network with the visceral epithelium (podocytes) and the mesangium to form the filtration barrier and is surrounded by Bowman's capsule in nephrons of the vertebrate kidney[GO].
UBERON_0000362,renal medullaalso known as kidney medulla; medulla of kidney; medulla renalis; pyramides renales; renal medullae; renal medullae set; renal pyramids; renal pyramids set The inner portion of the kidney consisting of the renal pyramids.
UBERON_0001224,renal pelvisalso known as kidney pelvis; pelvis of ureter A funnel shaped proximal portion of the ureter that is formed by convergence of the major calices [MP].
UBERON_0001225,"cortex of kidneyalso known as kidney cortex; renal cortex; cortex renalis Outer cortical portion of the kidney, between the renal capsule and the renal medulla."
UBERON_0001226,major calyxalso known as calices renales majores; major calix Portion of the urinary collecting system within the kidney that drains several minor calyces.
UBERON_0001227,minor calyxalso known as calices renales minores; minor calix Portion of the urinary collecting system within the kidney that drains one renal papilla.
UBERON_0001228,renal papillaalso known as kidney papilla Tip of renal pyramid projecting into a minor calyx.
UBERON_0001229,renal corpusclealso known as Malpighian corpuscle; corpusculum renale; Malphigian corpuscle The structure containing the glomerular capsule and the glomerulus that serves as the initial blood-filtering component of a nephron.
UBERON_0001231,"nephron tubulealso known as kidney tubule; tubulus renalis An epithelial tube that is part of the nephron, the functional part of the kidney."
UBERON_0001232,"collecting duct of renal tubulealso known as tubulus renalis colligens; tubulus renalis arcuatus; collecting duct; kidney collecting duct; renal collecting tubule The collecting duct is a portion of the nephron through which water flows, moving passively down its concentration gradient."
UBERON_0001284,"renal columnalso known as column of Bertini; kidney column; renal column of Bertini; renal cortical column; columna Bertini A column of tissue that is histologically identical to tissue found in the renal cortex, and which is located in the medullary region of kidney, between the renal pyramids."
UBERON_0001285,"nephron The basic functional unit of the kidney. its chief function is to regulate the concentration of water and soluble substances like sodium salts by filtering the blood, reabsorbing what is needed and excreting the rest as urine. A nephron eliminates wastes from the body, regulates blood volume and blood pressure, controls levels of electrolytes and metabolites, and regulates blood pH. Its functions are vital to life and are regulated by the endocrine system by hormones such as antidiuretic hormone, aldosterone, and parathyroid hormone.[WP]."
UBERON_0001287,proximal convoluted tubulealso known as proximal convoluted renal tubule; tubulus contortus proximalis The proximal convoluted tubule is the most proximal portion of the proximal tubule and extends from the glomerular capsule to the proximal straight tubule.
UBERON_0001288,"loop of Henlealso known as ansa nephroni; Henle loop; Henle's loop The section of the renal tubule in the kidney medulla with a hairpin bend; consists of a descending limb and an ascending limb, and is situated between the proximal convoluted tubule to the distal convoluted tubule; it functions to reabsorb water and ions from the urine."
