source,target,rank,score
M0000009,UBERON_0002378,1,0.885904060774592
M0000009,UBERON_0002461,2,0.9081629333793447
M0000009,UBERON_0001221,3,0.848529292242896
M0000010,UBERON_0001603,1,0.897697368908723
M0000010,UBERON_0001646,2,0.9388527209050089
M0000010,UBERON_0006322,3,0.8196846053569969
M0000076,UBERON_0001250,1,0.5834755304169685
M0000076,UBERON_0001266,2,0.6633860859189986
M0000076,UBERON_0001265,3,0.5748792931142288
M0000081,UBERON_0003725,1,0.7336582901669042
M0000081,UBERON_0005476,2,0.745068660798423
M0000081,UBERON_0000962,3,0.7229489322397915
M0000110,UBERON_0001464,1,0.7980794366678776
M0000110,UBERON_0006767,2,0.7490693655083629
M0000110,UBERON_0008202,3,0.8749030209094533
M0000199,UBERON_0001389,1,0.7758740056721373
M0000199,UBERON_0001665,2,0.7816534678943584
M0000199,UBERON_0000211,3,0.701810202334893
M0000241,UBERON_0001648,1,0.9369494715226444
M0000241,UBERON_0002824,2,0.8518400558830009
M0000241,UBERON_0007228,3,0.8512392210164109
M0000262,UBERON_0006849,1,0.6905273623360091
M0000262,UBERON_0007172,2,0.6997057577126157
M0000262,UBERON_0007175,3,0.7008755682636079
M0000263,UBERON_0006849,1,0.7938689806780915
M0000263,UBERON_0007175,2,0.770928736986515
M0000263,UBERON_0007172,3,0.7541315495630599
M0000267,UBERON_0000086,1,0.7416063268716983
M0000267,UBERON_8450001,2,0.6444152071832498
M0000267,UBERON_0006868,3,0.6253105874328255
M0000365,UBERON_0001728,1,0.7570183433969857
M0000365,UBERON_0002372,2,0.7046985159412875
M0000365,UBERON_0001735,3,0.693790546672809
M0000425,UBERON_0001013,1,0.9201655399790559
M0000425,UBERON_0002072,2,0.6374050570298667
M0000425,UBERON_0002190,3,0.7727666990277771
M0000455,UBERON_0003889,1,0.8200771842525235
M0000455,UBERON_0013515,2,0.8602039815602213
M0000455,UBERON_0000993,3,0.8326445306662539
M0000476,UBERON_8600018,1,0.7223923418766584
M0000476,UBERON_0000949,2,0.6665036723507981
M0000476,UBERON_0010133,3,0.6654069774353711
M0000486,UBERON_0010133,1,0.7462652618541593
M0000486,UBERON_8600018,2,0.7444322479660977
M0000486,UBERON_0015204,3,0.6905625259253974
M0000489,UBERON_0034729,1,0.7719066351845618
M0000489,UBERON_0011926,2,0.7602944515532339
M0000489,UBERON_8600018,3,0.7170342009358968
M0000496,UBERON_0011926,1,0.8715779338737879
M0000496,UBERON_0011929,2,0.7719415087443897
M0000496,UBERON_0011924,3,0.7845670368868314
M0000529,UBERON_0002211,1,0.7607333647824362
M0000529,UBERON_0009623,2,0.7321277532327597
M0000529,UBERON_0000010,3,0.7273097205646034
M0000834,UBERON_0004527,1,0.8488063611461982
M0000834,UBERON_0004103,2,0.875765986549315
M0000834,UBERON_0012071,3,0.7366497995330936
M0001044,UBERON_0002883,1,0.8372659356743012
M0001044,UBERON_0001876,2,0.8672374084726269
M0001044,UBERON_0016542,3,0.8365572872894015
M0001253,UBERON_0002395,1,0.8222598584472729
M0001253,UBERON_0012291,2,0.8045650981854172
M0001253,UBERON_0005899,3,0.782767330491589
M0001299,UBERON_0001801,1,0.9132332323644237
M0001299,UBERON_0010230,2,0.7761796462279834
M0001299,UBERON_0011892,3,0.7641946698581968
M0001300,UBERON_0030276,1,0.8097178438059288
M0001300,UBERON_0002257,2,0.8035623878434703
M0001300,UBERON_0014621,3,0.7828628038674222
M0001371,UBERON_0001249,1,0.733503941517937
M0001371,UBERON_0004041,2,0.7079880137459255
M0001371,UBERON_0010394,3,0.7028172962479282
M0001402,UBERON_0002405,1,0.720280438053369
M0001402,UBERON_0010395,2,0.7195548528402786
M0001402,UBERON_0010417,3,0.7089224948200754
M0001526,UBERON_0000159,1,0.9255677976529375
M0001526,UBERON_0012361,2,0.8706509273103767
M0001526,UBERON_0001353,3,0.8192455610290935
M0001539,UBERON_0000947,1,0.8666354994049377
M0001539,UBERON_0010191,2,0.798356651104656
M0001539,UBERON_0001515,3,0.8135336371753453
M0001541,UBERON_0010191,1,0.840944903827608
M0001541,UBERON_0001516,2,0.8827900114307065
M0001541,UBERON_0012254,3,0.8817081991915295
M0001542,UBERON_0002345,1,0.8891679313689889
M0001542,UBERON_0003834,2,0.8172089965903456
M0001542,UBERON_0001515,3,0.8372934554665339
M0001548,UBERON_0004848,1,0.716636324978683
M0001548,UBERON_0003495,2,0.7016809350197536
M0001548,UBERON_8600077,3,0.6898158688847611
M0001553,UBERON_0002137,1,0.8557112871400708
M0001553,UBERON_0003978,2,0.7933007860257919
M0001553,UBERON_0005208,3,0.7778235026238971
M0001590,UBERON_0002419,1,0.763404514318004
M0001590,UBERON_0001820,2,0.821659409021691
M0001590,UBERON_0000409,3,0.750032455855548
M0001611,UBERON_0001154,1,0.8535154686050223
M0001611,UBERON_0004989,2,0.8141003042812913
M0001611,UBERON_0004928,3,0.7691388699872428
M0001636,UBERON_0001778,1,0.781836225326099
M0001636,UBERON_0003956,2,0.8105531637124532
M0001636,UBERON_0001775,3,0.7425167103932381
M0001670,UBERON_0006568,1,0.7734816387846627
M0001670,UBERON_8600018,2,0.7355519180515027
M0001670,UBERON_0001898,3,0.7434217291655428
M0001698,UBERON_0006849,1,0.834077735199263
M0001698,UBERON_0003461,2,0.8465961807407834
M0001698,UBERON_0001105,3,0.8298661483427033
M0001731,UBERON_0004572,1,0.840397501839786
M0001731,UBERON_0001637,2,0.867978163043897
M0001731,UBERON_0003509,3,0.8785071545730049
M0001733,UBERON_0001980,1,0.8653856824001446
M0001733,UBERON_0004537,2,0.7869639480374716
M0001733,UBERON_0003509,3,0.8480734149268674
M0001736,UBERON_0002049,1,0.698317961620176
M0001736,UBERON_0004537,2,0.70794514102855
M0001736,UBERON_0006347,3,0.7061837448309765
M0001782,UBERON_0010958,1,0.8798668168410725
M0001782,UBERON_0001740,2,0.8984623356933583
M0001782,UBERON_0002375,3,0.8636010222861341
M0001890,UBERON_0022303,1,0.6022056220200513
M0001890,UBERON_0000119,2,0.6254551607939123
M0001890,UBERON_0003544,3,0.589872399019585
M0001911,UBERON_0001092,1,0.853155684311934
M0001911,UBERON_0004096,2,0.8254488684870506
M0001911,UBERON_0001093,3,0.8343507568564908
M0001912,UBERON_0001092,1,0.7967039505162049
M0001912,UBERON_0000218,2,0.8109402687712433
M0001912,UBERON_0001676,3,0.8313172955212191
M0001913,UBERON_0001092,1,0.9288907625282318
M0001913,UBERON_0004096,2,0.9278530320988725
M0001913,UBERON_0006072,3,0.8795896902378675
M0001928,UBERON_0002352,1,0.9350090867818619
M0001928,UBERON_0011820,2,0.8478843924739434
M0001928,UBERON_0002351,3,0.7968303453926061
M0001963,UBERON_0003939,1,0.7158520867662245
M0001963,UBERON_0002774,2,0.7562228678540701
M0001963,UBERON_0002773,3,0.6960133988695391
M0001967,UBERON_0002773,1,0.703053055196564
M0001967,UBERON_0001927,2,0.7184015274245291
M0001967,UBERON_0003939,3,0.7498487451073327
M0002008,UBERON_0011926,1,0.8636395311397476
M0002008,UBERON_0011929,2,0.8972460823347524
M0002008,UBERON_0011924,3,0.904194870331154
M0002009,UBERON_0011925,1,0.9306349069860749
M0002009,UBERON_0011929,2,0.8859972029800263
M0002009,UBERON_0011924,3,0.8945309748482192
M0002013,UBERON_0034729,1,0.8035936390443068
M0002013,UBERON_0004293,2,0.8000895073680414
M0002013,UBERON_0001805,3,0.7587634742400565
M0002049,UBERON_0001394,1,0.8905891387925374
M0002049,UBERON_0001395,2,0.8485512654933154
M0002049,UBERON_0035273,3,0.8443209500349479
M0002050,UBERON_0000985,1,0.8927328948977622
M0002050,UBERON_8600073,2,0.7931511504308292
M0002050,UBERON_0001394,3,0.7877403779367718
M0002051,UBERON_0001093,1,0.9351469139559933
M0002051,UBERON_0006072,2,0.8940075443059693
M0002051,UBERON_0001092,3,0.8883466300635675
M0002052,UBERON_0006134,1,0.7830382360619256
M0002052,UBERON_0000122,2,0.734104402800031
M0002052,UBERON_0001021,3,0.7367093859037435
M0002096,UBERON_0001594,1,0.8421525509696224
M0002096,UBERON_0006663,2,0.7933204785889175
M0002096,UBERON_0006665,3,0.828266810672758
M0002097,UBERON_0004041,1,0.7679405661444424
M0002097,UBERON_0001249,2,0.7620723975546947
M0002097,UBERON_0002405,3,0.7682608260567009
M0002187,UBERON_0012247,1,0.6897105121159453
M0002187,UBERON_0004054,2,0.659428606061865
M0002187,UBERON_0010147,3,0.6805356350518934
M0002196,UBERON_0002420,1,0.9098211368318538
M0002196,UBERON_0010011,2,0.911915272546948
M0002196,UBERON_0005382,3,0.8296559415490954
M0002197,UBERON_0010009,1,0.6509993226592221
M0002197,UBERON_0002023,2,0.8685773973567704
M0002197,UBERON_0002576,3,0.6468777924349112
M0002218,UBERON_0001633,1,0.9166172391723606
M0002218,UBERON_0009689,2,0.762581428614898
M0002218,UBERON_0004449,3,0.7878702508704197
M0002222,UBERON_0001959,1,0.605053504860096
M0002222,UBERON_1000023,2,0.5729465085388834
M0002222,UBERON_0001251,3,0.564375527105753
M0002477,UBERON_0001282,1,0.860615455103963
M0002477,UBERON_0004058,2,0.80462521765679
M0002477,UBERON_0002294,3,0.7939892565082713
M0002482,UBERON_0001282,1,0.8472553351735971
M0002482,UBERON_0001174,2,0.851215147661606
M0002482,UBERON_0002394,3,0.8537371398830286
M0002483,UBERON_0003704,1,0.9143622270113817
M0002483,UBERON_0001175,2,0.9045784505180656
M0002483,UBERON_0002394,3,0.8765210897920137
M0002490,UBERON_0001174,1,0.9018960783372468
M0002490,UBERON_0002394,2,0.8906618932367364
M0002490,UBERON_0001175,3,0.8891720578081668
M0002628,UBERON_0001255,1,0.9275635462975992
M0002628,UBERON_0018707,2,0.8975755400091343
M0002628,UBERON_0001556,3,0.8655101626897048
M0002669,UBERON_0001250,1,0.6265413708601463
M0002669,UBERON_0001981,2,0.6492503100489867
M0002669,UBERON_0000178,3,0.8067734970432607
M0002677,UBERON_0002390,1,0.7690754902924845
M0002677,UBERON_0000178,2,0.7502676325679605
M0002677,UBERON_0004177,3,0.7464431419324575
M0002704,UBERON_0001919,1,0.6053645711675568
M0002704,UBERON_0001917,2,0.6313610941799126
M0002704,UBERON_0004700,3,0.6570654429661068
M0002726,UBERON_0004537,1,0.8847339509668609
M0002726,UBERON_0001981,2,0.8647501652853363
M0002726,UBERON_0002049,3,0.8372203538045202
M0002730,UBERON_0022303,1,0.7027146596723803
M0002730,UBERON_0003499,2,0.7096331239631949
M0002730,UBERON_0002360,3,0.6169147884477816
M0002731,UBERON_0004864,1,0.7208523419196132
M0002731,UBERON_0003501,2,0.7210980897485699
M0002731,UBERON_0002203,3,0.721412613044035
M0002732,UBERON_0000473,1,0.7164324137180753
M0002732,UBERON_0001144,2,0.6520822357528333
M0002732,UBERON_0005399,3,0.7252827876730628
M0002767,UBERON_0004755,1,0.8600248965340604
M0002767,UBERON_0001474,2,0.8773466414024922
M0002767,UBERON_0002481,3,0.9115945591024042
M0002783,UBERON_0002371,1,0.8649272134109562
M0002783,UBERON_0010428,2,0.7536926997318518
M0002783,UBERON_0004177,3,0.8040048092640838
M0002787,UBERON_0004177,1,0.7453910449629888
M0002787,UBERON_0002390,2,0.7456828629469916
M0002787,UBERON_0002371,3,0.6982831739553902
M0002855,UBERON_0001404,1,0.8383173658373764
M0002855,UBERON_0001398,2,0.8823486121544117
M0002855,UBERON_0003507,3,0.9262945783625247
M0002856,UBERON_0001814,1,0.9648258697187024
M0002856,UBERON_0003433,2,0.8760822463334677
M0002856,UBERON_0003724,3,0.8471930650328627
M0002865,UBERON_0001891,1,0.7807754188124332
M0002865,UBERON_0001890,2,0.8033305806337352
M0002865,UBERON_0001893,3,0.8085610455794064
M0002866,UBERON_0002812,1,0.8106188219732507
M0002866,UBERON_0001893,2,0.823379936646978
M0002866,UBERON_0014644,3,0.7958041925541411
M0002886,UBERON_0007635,1,0.7697586900086417
M0002886,UBERON_0001896,2,0.7755412510764783
M0002886,UBERON_0002298,3,0.8305035721616413
M0002904,UBERON_0002030,1,0.8279402552701
M0002904,UBERON_0018140,2,0.8183529105706289
M0002904,UBERON_0001911,3,0.8375475163176141
M0002925,UBERON_0008847,1,0.8239351377396595
M0002925,UBERON_0012332,2,0.937131775341149
M0002925,UBERON_0003885,3,0.7501260027969616
M0002960,UBERON_0002185,1,0.8857590191762658
M0002960,UBERON_0002186,2,0.8739986795831622
M0002960,UBERON_0002188,3,0.8995642175186739
M0002961,UBERON_0001955,1,0.9029146515541067
M0002961,UBERON_0002031,2,0.8806287148811222
M0002961,UBERON_0002186,3,0.9123663620137661
M0002962,UBERON_0003469,1,0.8750235608282578
M0002962,UBERON_0002040,2,0.8953232236329847
M0002962,UBERON_0003643,3,0.9344754867287384
M0002984,UBERON_0002072,1,0.5587719846511717
M0002984,UBERON_0001013,2,0.826804879148082
M0002984,UBERON_0002190,3,0.683674533243146
M0002993,UBERON_0006925,1,0.6719875380816492
M0002993,UBERON_0000320,2,0.6822226428079485
M0002993,UBERON_0003408,3,0.8228987726747319
M0003019,UBERON_0006868,1,0.729146023298282
M0003019,UBERON_0010147,2,0.7863253890337927
M0003019,UBERON_0004054,3,0.8156241811089459
M0003026,UBERON_0010131,1,0.8426430330746857
M0003026,UBERON_0002353,2,0.935198241166136
M0003026,UBERON_0003379,3,0.8087248949762118
M0003068,UBERON_0002465,1,0.6183683996983486
M0003068,UBERON_0010748,2,0.551306008312196
M0003068,UBERON_0000444,3,0.5866637404230698
M0003069,UBERON_0002217,1,0.7040377693917383
M0003069,UBERON_0004770,2,0.7200476044163384
M0003069,UBERON_0008846,3,0.688359168553704
M0003140,UBERON_0005899,1,0.8246524761399614
M0003140,UBERON_0001450,2,0.9240074745245327
M0003140,UBERON_0002395,3,0.8009312248814431
M0003289,UBERON_0001915,1,0.8770337732529829
M0003289,UBERON_2005260,2,0.8511541771010619
M0003289,UBERON_0001982,3,0.9249198831271938
M0003449,UBERON_0009870,1,0.7227134556149867
M0003449,UBERON_0001043,2,0.7093249023235287
M0003449,UBERON_0000945,3,0.6943852427649763
M0003475,UBERON_0004535,1,0.913272621217182
M0003475,UBERON_0007798,2,0.8612232088759159
M0003475,UBERON_0001009,3,0.8174671475773456
M0003539,UBERON_0001530,1,0.9097013224318625
M0003539,UBERON_0035398,2,0.882307780771649
M0003539,UBERON_0001070,3,0.9023589561145178
M0003544,UBERON_0001530,1,0.8681455825367076
M0003544,UBERON_0035398,2,0.9365140944954956
M0003544,UBERON_0001070,3,0.9448580148511548
M0003545,UBERON_0001530,1,0.8708242911597055
M0003545,UBERON_0001070,2,0.8661814316112202
M0003545,UBERON_0001532,3,0.9013309661718083
M0003546,UBERON_0005396,1,0.6608396383178821
M0003546,UBERON_0005408,2,0.6558267761158477
M0003546,UBERON_0009009,3,0.7581678037234341
M0003548,UBERON_0005364,1,0.6957792486439245
M0003548,UBERON_0014463,2,0.686587690423586
M0003548,UBERON_0009009,3,0.8834034611934996
M0003552,UBERON_0001435,1,0.9228588476842303
M0003552,UBERON_0001481,2,0.8981079377266341
M0003552,UBERON_0001433,3,0.862962521697551
M0003567,UBERON_0002418,1,0.876672230975352
M0003567,UBERON_0001996,2,0.8807973658886097
M0003567,UBERON_0001994,3,0.873710012697245
M0003569,UBERON_0010996,1,0.9191881144107856
M0003569,UBERON_0002418,2,0.8674234121754444
M0003569,UBERON_0007844,3,0.8378667121806075
M0003689,UBERON_0005848,1,0.729910514130824
M0003689,UBERON_0032748,2,0.7263996249474197
M0003689,UBERON_0007835,3,0.704755074885294
M0003691,UBERON_0001873,1,0.8394947632380962
M0003691,UBERON_0010011,2,0.7927750322307995
M0003691,UBERON_0005382,3,0.8161981953970986
M0003697,UBERON_0003712,1,0.9120864447172359
M0003697,UBERON_0006615,2,0.7662696051668207
M0003697,UBERON_0005475,3,0.7815066125082907
M0003712,UBERON_0000314,1,0.7876119976085538
M0003712,UBERON_0001153,2,0.8337242092868018
M0003712,UBERON_0004927,3,0.8201524714886789
M0003735,UBERON_0001192,1,0.8455076535468125
M0003735,UBERON_0001640,2,0.8841715519486602
M0003735,UBERON_0009025,3,0.8189796318484794
M0003739,UBERON_0005304,1,0.8346523261153038
M0003739,UBERON_0000429,2,0.831018565059503
M0003739,UBERON_0002439,3,0.8260810160268118
M0003801,UBERON_0001017,1,0.8899350072225247
M0003801,UBERON_0002240,2,0.7705024279975239
M0003801,UBERON_0000073,3,0.7622561588293616
M0003857,UBERON_0002749,1,0.8094614038772853
M0003857,UBERON_0002129,2,0.9053913283726612
M0003857,UBERON_0004004,3,0.8121887275875183
M0003861,UBERON_0002130,1,0.8467919973498014
M0003861,UBERON_0004004,2,0.8348540554570154
M0003861,UBERON_0002152,3,0.8303576123569532
M0003866,UBERON_0009688,1,0.6789179337414859
M0003866,UBERON_0035489,2,0.7387456625642713
M0003866,UBERON_0001635,3,0.7034479956991531
M0003867,UBERON_0002037,1,0.8667960318098036
M0003867,UBERON_0002129,2,0.8713437155115469
M0003867,UBERON_0002749,3,0.8557474356677103
M0003873,UBERON_0005282,1,0.7965137465006722
M0003873,UBERON_0004086,2,0.7985665849389224
M0003873,UBERON_0002289,3,0.9015913589929174
M0003874,UBERON_0004449,1,0.882029110859695
M0003874,UBERON_0035350,2,0.8480435568774414
M0003874,UBERON_0001624,3,0.8466520587479588
M0003878,UBERON_0019264,1,0.8314505543264471
M0003878,UBERON_0016526,2,0.8706483843709285
M0003878,UBERON_0016529,3,0.8257422423946567
M0003879,UBERON_0003027,1,0.7091712561597533
M0003879,UBERON_0034891,2,0.8833560461888595
M0003879,UBERON_0002022,3,0.8659305308798331
M0003897,UBERON_0001663,1,0.9231388662208688
M0003897,UBERON_0001672,2,0.8801280245387315
M0003897,UBERON_0001664,3,0.8677404538029825
M0003903,UBERON_0003947,1,0.8918690593262572
M0003903,UBERON_0005282,2,0.9143755189455498
M0003903,UBERON_0005281,3,0.8862755124935946
M0003929,UBERON_0001813,1,0.8316352513615272
M0003929,UBERON_0003725,2,0.9189461799541667
M0003929,UBERON_0000962,3,0.8336885150430425
M0003931,UBERON_0006072,1,0.9101535672300043
M0003931,UBERON_0002413,2,0.9245680770914056
M0003931,UBERON_0004612,3,0.8598023392415738
M0003947,UBERON_0013761,1,0.938742343239984
M0003947,UBERON_0000458,2,0.8617253979104673
M0003947,UBERON_0000002,3,0.9260623159202913
M0004020,UBERON_0005408,1,0.7093871908091032
M0004020,UBERON_0009009,2,0.6987394285861022
M0004020,UBERON_0000020,3,0.6538467119317721
M0004089,UBERON_0012360,1,0.8423393049038823
M0004089,UBERON_0004768,2,0.7349873936266
M0004089,UBERON_0011309,3,0.7312275561403577
M0004293,UBERON_0011929,1,0.6941887535161272
M0004293,UBERON_8410062,2,0.6957963975592241
M0004293,UBERON_0011925,3,0.68577906679807
M0004330,UBERON_0003721,1,0.7702491714104122
M0004330,UBERON_0009675,2,0.9449339348242561
M0004330,UBERON_0001649,3,0.7286646879482369
M0004331,UBERON_0002494,1,0.8341056371662292
M0004331,UBERON_0000946,2,0.7277351980598467
M0004331,UBERON_0002135,3,0.7201638062169857
M0004341,UBERON_0007106,1,0.9469210699868736
M0004341,UBERON_8600026,2,0.8884279462415439
M0004341,UBERON_8600030,3,0.8933927162121474
M0004346,UBERON_0001776,1,0.9094116795658901
M0004346,UBERON_0005336,2,0.8726160231170093
M0004346,UBERON_0002203,3,0.8459094106300047
M0004348,UBERON_0003947,1,0.8290445950443237
M0004348,UBERON_0004086,2,0.7903355595224589
M0004348,UBERON_0013151,3,0.7491897252297164
M0004454,UBERON_0004536,1,0.6015918586004013
M0004454,UBERON_0013636,2,0.5698891981700944
M0004454,UBERON_0003909,3,0.5856354069627925
M0004476,UBERON_0001775,1,0.9508023136989295
M0004476,UBERON_0010427,2,0.8898613476239455
M0004476,UBERON_0001605,3,0.8765134797759462
M0004501,UBERON_0006764,1,0.8089117922625928
M0004501,UBERON_0011362,2,0.7527995804947272
M0004501,UBERON_0004449,3,0.7713161577064755
M0004510,UBERON_0001642,1,0.7551682179561164
M0004510,UBERON_0001670,2,0.7426042425719642
M0004510,UBERON_0002289,3,0.7554597456405734
M0004545,UBERON_0003461,1,0.7642993215478249
M0004545,UBERON_0006805,2,0.7574263747030562
M0004545,UBERON_0001105,3,0.9204565259887375
M0004573,UBERON_0008323,1,0.780933779468881
M0004573,UBERON_0035650,2,0.8792401718079038
M0004573,UBERON_0008322,3,0.7750575827795934
M0004681,UBERON_0001095,1,0.8256588019170897
M0004681,UBERON_0001350,2,0.8929054545821246
M0004681,UBERON_0006077,3,0.7547412373446459
M0004688,UBERON_0001648,1,0.8004867656812905
M0004688,UBERON_0002824,2,0.6765284233839018
M0004688,UBERON_0002276,3,0.6593756751559751
M0004808,UBERON_0001158,1,0.8566643503344666
M0004808,UBERON_0001155,2,0.9108170803561508
M0004808,UBERON_0000168,3,0.8140636461074799
M0004860,UBERON_0002394,1,0.9277313443856842
M0004860,UBERON_0001174,2,0.9344427330265827
M0004860,UBERON_0001175,3,0.9067044696977303
M0005012,UBERON_0001811,1,0.9358296029806884
M0005012,UBERON_0006763,2,0.8894064062934758
M0005012,UBERON_0001772,3,0.7542671798824485
M0005176,UBERON_0000964,1,0.8947303253317517
M0005176,UBERON_0001985,2,0.8259500541611947
M0005176,UBERON_0003952,3,0.8218085932550655
M0005184,UBERON_0001772,1,0.7759762830045125
M0005184,UBERON_0000964,2,0.7933968175955282
M0005184,UBERON_0003952,3,0.8982015148473527
M0005197,UBERON_0001621,1,0.8849512113176692
M0005197,UBERON_0005985,2,0.9201374643895635
M0005197,UBERON_0001626,3,0.841530803454412
M0005203,UBERON_0003825,1,0.6329032059224265
M0005203,UBERON_0001020,2,0.6134282890242347
M0005203,UBERON_0001444,3,0.6903214540099323
M0005205,UBERON_0001891,1,0.7992614632748088
M0005205,UBERON_0001945,2,0.8039841126819376
M0005205,UBERON_0002259,3,0.7861042553122328
M0005206,UBERON_0002336,1,0.8680584458258012
M0005206,UBERON_0002473,2,0.9268739329325305
M0005206,UBERON_0001869,3,0.8075000741324839
M0005207,UBERON_0002512,1,0.9371585638529805
M0005207,UBERON_0005398,2,0.7759068433030499
M0005207,UBERON_0003982,3,0.7733502073288697
M0005212,UBERON_0000369,1,0.8439527467617761
M0005212,UBERON_0002435,2,0.8217753880858413
M0005212,UBERON_0005382,3,0.7753875388586593
M0005277,UBERON_0001703,1,0.7748281394384691
M0005277,UBERON_0007914,2,0.7162948542407842
M0005277,UBERON_0007811,3,0.7337145045800731
M0005281,UBERON_0001785,1,0.8580931982276734
M0005281,UBERON_0001714,2,0.7617770907543813
M0005281,UBERON_0000126,3,0.7913357389431728
M0005282,UBERON_0005486,1,0.8422754531424238
M0005282,UBERON_0003712,2,0.8529166151053301
M0005282,UBERON_0006615,3,0.8972985874551171
M0005283,UBERON_4100000,1,0.7057975166525158
M0005283,UBERON_0011159,2,0.7004001039413605
M0005283,UBERON_0003933,3,0.7372875295069824
M0005321,UBERON_0002375,1,0.9552062885617306
M0005321,UBERON_0010212,2,0.8870235179620394
M0005321,UBERON_0001739,3,0.8918508799865756
M0005550,UBERON_0001152,1,0.939636891818377
M0005550,UBERON_0002394,2,0.8257235270849145
M0005550,UBERON_0001174,3,0.8575618077859236
M0005719,UBERON_0001987,1,0.7651047813680273
M0005719,UBERON_0001295,2,0.7824976920327319
M0005719,UBERON_0004716,3,0.7401755557564316
M0005720,UBERON_8600019,1,0.76709699929793
M0005720,UBERON_0004027,2,0.7554291705930611
M0005720,UBERON_8600039,3,0.7481533158983614
M0005769,UBERON_0001648,1,0.7586962206368606
M0005769,UBERON_0007228,2,0.9321740754151454
M0005769,UBERON_0002824,3,0.7983664464988602
M0005827,UBERON_0001018,1,0.5625293650129602
M0005827,UBERON_0000125,2,0.5832186320020163
