subject_id,subject_label,predicate_id,object_id,object_label,score,comment,mapping_justification
http://purl.obolibrary.org/obo/UBERON_0000002,uterine cervix,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0003947,Cervix Uteri,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000002,uterine cervix,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022439,Uterus,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000002,uterine cervix,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0022473,Vagina,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000006,islet of Langerhans,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011741,Islets of Langerhans,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000006,islet of Langerhans,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0029492,Somatostatin-Secreting Cells,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000006,islet of Langerhans,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011742,Glucagon-Secreting Cells,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000009,submucosa,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0020671,Submucous Plexus,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000009,submucosa,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0012229,Laryngeal Mucosa,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000009,submucosa,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011572,Intestinal Mucosa,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000010,peripheral nervous system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0027092,Peripheral Nervous System,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000010,peripheral nervous system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0026867,Autonomic Pathways,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000010,peripheral nervous system,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0015922,Parasympathetic Nervous System,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000014,zone of skin,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0019925,Skin,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000014,zone of skin,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0030055,Dermis,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000014,zone of skin,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0007554,Epidermis,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000016,endocrine pancreas,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011741,Islets of Langerhans,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000016,endocrine pancreas,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011743,Insulin-Secreting Cells,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000016,endocrine pancreas,skos:exactMatch,http://id.nlm.nih.gov/mesh/M0011742,Glucagon-Secreting Cells,3,"",semapv:SemanticSimilarityThresholdMatching
