subject_id,subject_label,predicate_id,object_id,object_label,score,comment,mapping_justification
http://purl.obolibrary.org/obo/UBERON_0000002,uterine cervix,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0003947,Cervix Uteri,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000002,uterine cervix,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0022439,Uterus,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000002,uterine cervix,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0007416,Endometrium,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000006,islet of Langerhans,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0011741,Islets of Langerhans,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000006,islet of Langerhans,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0015790,Pancreas,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000006,islet of Langerhans,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0011742,Glucagon-Secreting Cells,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000009,submucosa,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0020671,Submucous Plexus,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000009,submucosa,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0014333,Myenteric Plexus,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000009,submucosa,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0011572,Intestinal Mucosa,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000010,peripheral nervous system,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0027092,Peripheral Nervous System,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000010,peripheral nervous system,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0014665,Nervous System,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000010,peripheral nervous system,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0026867,Autonomic Pathways,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000014,zone of skin,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0019925,Skin,1,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000014,zone of skin,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0007554,Epidermis,2,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000014,zone of skin,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0030055,Dermis,3,"",semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000016,endocrine pancreas,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0011741,Islets of Langerhans,1,"",semapv:SemanticSimilarityThresholdMatching
