subject_id,subject_label,predicate_id,object_id,object_label,similarity_score,comment,mapping_justification
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002378,muscle of abdomen,0.8378190031580114,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002343,abdomen musculature,0.7791452776884654,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0005454,abdominal internal oblique muscle,0.7461348771952122,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0003833,abdominal segment muscle,0.7361793767063547,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0011376,iliothoracic muscle,0.733925829252545,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0005442,abdominal external oblique muscle,0.7285420076358682,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002461,anterior abdominal wall muscle,0.7280602282455079,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001221,transversus abdominis muscle,0.6811159424740351,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_3010790,muscle rectus abdominis superficialis,0.6641977922638385,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0035177,abdominal part of esophagus,0.66319859877755,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001646,abducens nerve,0.8491564238327614,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002682,abducens nucleus,0.7566977498640447,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002786,root of abducens nerve,0.73216968645638,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_3010125,musculus levator bulbi,0.6872396981149871,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0009909,rostral root of abducens nerve,0.679686349009724,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001644,trochlear nerve,0.6445787073772707,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001493,axillary nerve,0.639703243880959,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0035976,accessory abducens nucleus,0.6393645415269972,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0009908,caudal root of abducens nerve,0.619320214314584,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_2000502,dorsal motor nucleus trigeminal nerve,0.6192263800952683,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0000622,acinar cell,0.6759690870521735,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0017502,acidophilic cytoplasm,0.6576343583452425,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0002155,echinocyte,0.6472854475754771,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0000765,erythroblast,0.6231285970245923,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0000549,basophilic erythroblast,0.6209014167185941,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_2000074,splenocyte,0.6188576728366499,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0000763,myeloid cell,0.6174035924823076,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0000354,blastemal cell,0.6168738586064991,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0000350,amnioserosal cell,0.6110695494589873,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0000349,extraembryonic cell,0.6108294166508536,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0009674,accessory XI nerve spinal component,0.8069715841720526,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0020358,accessory XI nerve nucleus,0.7987934694244135,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002019,accessory XI nerve,0.7933645429919055,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0006117,accessory nerve fiber bundle,0.764290584905306,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0014615,accessory nerve root,0.7402721383869437,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0009673,accessory XI nerve cranial component,0.6883718635491687,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0035776,accessory ciliary ganglion,0.6882649108900024,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0000741,spinal accessory motor neuron,0.6493499766445483,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001699,sensory root of facial nerve,0.6381027148628529,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_2002176,caudal octaval nerve motor nucleus,0.6333248609616121,,semapv:SemanticSimilarityThresholdMatching
