subject_id,subject_label,predicate_id,object_id,object_label,similarity_score,comment,mapping_justification
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002382,rectus abdominis muscle,0.8846014696740186,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002461,anterior abdominal wall muscle,0.8840206251648237,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0035032,abdominal oblique muscle,0.8795702282726666,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002378,muscle of abdomen,0.8773968059130602,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0011376,iliothoracic muscle,0.8767466813620677,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001221,transversus abdominis muscle,0.8742630476939321,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0005454,abdominal internal oblique muscle,0.8739260497864116,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_3010792,musculus rectus abdominis profundus,0.8719449417185786,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_3010790,muscle rectus abdominis superficialis,0.8671392839479566,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0005442,abdominal external oblique muscle,0.8659356367098264,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001646,abducens nerve,0.9185726504393898,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002786,root of abducens nerve,0.9036717892518784,,semapv:SemanticSimilarityThresholdMatching
