subject_id,subject_label,predicate_id,object_id,object_label,score,comment,mapping_justification
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002378,muscle of abdomen,1,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002343,abdomen musculature,2,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000009,Abdominal Muscles,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0002461,anterior abdominal wall muscle,3,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_2000629,caudal motor nucleus of abducens,1,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0001646,abducens nerve,2,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000010,Abducens Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0009908,caudal root of abducens nerve,3,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0017503,basophilic cytoplasm,1,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0002155,echinocyte,2,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000076,Acanthocytes,skos:relatedMatch,http://purl.obolibrary.org/obo/CL_0000000,cell,3,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0009674,accessory XI nerve spinal component,1,,semapv:SemanticSimilarityThresholdMatching
http://id.nlm.nih.gov/mesh/M0000081,Accessory Nerve,skos:relatedMatch,http://purl.obolibrary.org/obo/UBERON_0006117,accessory nerve fiber bundle,2,,semapv:SemanticSimilarityThresholdMatching
