subject_id,subject_label,predicate_id,object_id,object_label,similarity_score,comment,mapping_justification
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012018,Kidney Glomerulus,0.8952585620200328,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0555122,Glomerular Filtration Barrier,0.8489046438942676,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0009299,Glomerular Mesangium,0.8377030835218197,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0475586,Bowman Capsule,0.8235838403919784,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012012,Kidney Cortex,0.8208228024460766,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0473246,Podocytes,0.8144638913017468,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0014633,Nephrons,0.8051152605008891,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012025,Kidney Tubules,0.7893964564022462,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0476074,Glomerular Basement Membrane,0.7611990022811629,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000074,renal glomerulus,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0475996,Mesangial Cells,0.7398081868819059,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012019,Kidney Medulla,0.9101001667266322,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012025,Kidney Tubules,0.8131248589182496,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012012,Kidney Cortex,0.8126984629686284,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012006,Kidney,0.8123248599373248,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012028,"Kidney Tubules, Proximal",0.8089539086489286,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0014633,Nephrons,0.7887288003468066,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012026,"Kidney Tubules, Collecting",0.7803379646146364,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012691,Loop of Henle,0.7609035879735313,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012027,"Kidney Tubules, Distal",0.7460869345287753,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0000362,renal medulla,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012023,Kidney Pelvis,0.7139880429365879,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012023,Kidney Pelvis,0.9274297428147219,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012010,Kidney Calices,0.8052882344192133,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012025,Kidney Tubules,0.7094751932978253,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012019,Kidney Medulla,0.6860110961507201,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012028,"Kidney Tubules, Proximal",0.6735316338691077,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012012,Kidney Cortex,0.672943951572706,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012691,Loop of Henle,0.6569331869766266,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012006,Kidney,0.6404694833787321,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012026,"Kidney Tubules, Collecting",0.6163257415535394,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012018,Kidney Glomerulus,0.6080470439599001,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001225,cortex of kidney,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012012,Kidney Cortex,0.9261858903191281,,semapv:SemanticSimilarityThresholdMatching
http://purl.obolibrary.org/obo/UBERON_0001225,cortex of kidney,skos:relatedMatch,http://id.nlm.nih.gov/mesh/M0012006,Kidney,0.7700229244904077,,semapv:SemanticSimilarityThresholdMatching
