source,target,rank,score
UBERON_0001113,M0012632,1,0.678072359206191
UBERON_0001113,M0002483,2,0.5862579063369973
UBERON_0001113,M000606073,3,0.6392684249584021
UBERON_0001114,M0012632,1,0.7234327643678033
UBERON_0001114,M0002483,2,0.5599855137586338
UBERON_0001114,M000606073,3,0.6372391688585194
UBERON_0001115,M0012632,1,0.6805993198614517
UBERON_0001115,M0002483,2,0.5557473630657742
UBERON_0001115,M000606073,3,0.638596597290666
UBERON_0001116,M0012632,1,0.5877745364304299
UBERON_0001116,M0002483,2,0.5378374155001148
UBERON_0001116,M000606073,3,0.6663868550367416
UBERON_0001117,M0012632,1,0.5642298492006351
UBERON_0001117,M000606073,2,0.6310107641146269
UBERON_0001117,M0002483,3,0.5520802439184874
UBERON_0001143,M0012632,1,0.6328436602069691
UBERON_0001143,M0002483,2,0.6151384588418449
UBERON_0001143,M000606073,3,0.5990410289640796
UBERON_0001149,M0012632,1,0.5842435409766875
UBERON_0001149,M000606073,2,0.6445905499829376
UBERON_0001247,M000606073,0.8145099753117022,1,
UBERON_0001279,M0012632,1,0.5874700130118913
UBERON_0001279,M0002483,2,0.6039868938122449
UBERON_0001279,M0002477,3,0.5519700183935307
UBERON_0001280,M0012632,1,0.7566897744678774
UBERON_0001280,M0002483,2,0.6099253606121278
UBERON_0001280,M0002477,3,0.6196121199033268
UBERON_0001281,M0012632,1,0.5729809366793985
UBERON_0001281,M0002483,2,0.5629572828896796
UBERON_0001281,M0002477,3,0.5958427259085199
UBERON_0001282,M0002483,1,0.807308263260734
UBERON_0001282,M0002477,2,0.7735244536730665
UBERON_0001282,M0012632,3,0.5491397836638522
UBERON_0002107,M0012632,1,0.9024435962331071
UBERON_0002107,M0002483,2,0.5269549027777634
UBERON_0002107,M000606073,3,0.5147064715159314
UBERON_0004058,M0002483,1,0.8254285613460982
UBERON_0004058,M0002477,2,0.7714818969622731
UBERON_0004058,M0012632,3,0.554508394867335
UBERON_0004647,M0002477,1,0.6365468041995185
UBERON_0004647,M0002483,2,0.5979520145003776
UBERON_0004647,M0012632,3,0.6963185019490826
UBERON_0005452,M0002477,1,0.6049930661634635
UBERON_0005452,M0012632,2,0.62437245088022
UBERON_0005452,M000606073,3,0.5938061337818195
UBERON_0006588,M000606073,1,0.9714183522289691
UBERON_0006588,M0012632,2,0.5328079584184282
UBERON_0006727,M0012632,1,0.6243104075404011
UBERON_0006727,M0002483,2,0.5646850593586805
UBERON_0006727,M000606073,3,0.6512891842261755
UBERON_0006728,M0012632,1,0.6394183164559593
UBERON_0006728,M0002483,2,0.5913952576190477
UBERON_0006728,M000606073,3,0.6642136344918264
UBERON_0006729,M0012632,1,0.563099924071939
UBERON_0006729,M0002477,2,0.5017373042801282
UBERON_0006729,M0002483,3,0.5266985762817765
UBERON_0006841,M0002483,1,0.5730217336562111
UBERON_0006841,M0012632,2,0.6196883450430329
UBERON_0006841,M000606073,3,0.5907429567777054
UBERON_0011955,M0012632,1,0.5618915497111343
UBERON_0011955,M0002483,2,0.5933127201526647
UBERON_0011955,M000606073,3,0.5844460395183542
UBERON_0011956,M0002483,1,0.5917769204550659
UBERON_0011956,M0012632,2,0.558685976016941
UBERON_0011956,M000606073,3,0.608136629718469
UBERON_0011957,M000606073,1,0.5602091606200027
UBERON_0011957,M0002477,2,0.5183202981546078
UBERON_0011957,M0002483,3,0.6146180156631965
UBERON_0013138,M0012632,1,0.5343033978528958
UBERON_0013138,M0002483,2,0.5033793203575051
UBERON_0013138,M000606073,3,0.7521527947525741
UBERON_0013139,M000606073,1,0.7969512746822691
UBERON_0013139,M0012632,2,0.625959330825531
UBERON_0013139,M0002483,3,0.5537098608562664
UBERON_0015481,M0002483,1,0.5378807905779595
UBERON_0015481,M0012632,2,0.5202979687415072
UBERON_0015481,M000606073,3,0.557040269501843
UBERON_0015482,M0002483,1,0.5698802204796997
UBERON_0015482,M000606073,2,0.5370609743117065
UBERON_0015796,M0012632,1,0.671834704982421
UBERON_0015796,M0002483,2,0.5877229834598122
UBERON_0015796,M000606073,3,0.5580720841912776
UBERON_0016478,M0012632,1,0.5925447908783751
UBERON_0016478,M000606073,2,0.5319664327657017
UBERON_0016479,M0012632,1,0.5409298101331805
UBERON_0016479,M000606073,2,0.5792043509331168
UBERON_0035444,M0012632,1,0.5445276879645552
UBERON_0035444,M0002483,2,0.5337434979739508
UBERON_0035444,M000606073,3,0.7614096025114322
UBERON_0039222,M0002483,1,0.6028753980756716
UBERON_0039222,M0002477,2,0.5607669417647593
